Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
বাংলাদেশ রাষ্ট্রের জন্য ‘ক’ নামক একটি সংস্থা রয়েছে যার কাজ হচ্ছে অবাধ ও সুষ্ঠু নির্বাচন পরিচালনা করা। উক্ত সংস্থার কাজ হচ্ছে i. রিটার্নিং অফিসার নিয়োগ দেওয়া ii.মনোনয়ন সংক্রান্ত বিতর্ক মীমাংসা করা iii. জনসমর্থন সৃষ্টি করা,Law,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",A
একটি স্থানীয় সরকারের মোট সদস্য সংখ্যা ২১ জন এবং উক্ত সরকারের কোন সদস্য সরাসরি জনগণের ভোটে নির্বাচিত নয়। উল্লেখিত সরকারের কাজ i.রাস্তার পাশে বৃক্ষরোপণ ii.অন্য স্থানীয় সরকারকে সহযোগিতা iii.গৃহ নির্মাণে অনুমোদন দেওয়া,Law,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",B
এডভোকেট আবুল কালাম সাহেব মনে করেন যুগোপযোগী আইন প্রণয়ন ও প্রচলিত আইনের সংশোধন বা রদবদল না করা হলে অভিনব পন্থায় যেসব অপরাধ সংঘটিত হয় তার রোধ করা সম্ভব নয়। তাই যথাযথ কর্তৃপক্ষকে এ বিষয়ে সচেতন হতে হবে উক্ত বিভাগের ক্ষমতা পরিলক্ষিত হয় i. সরকার গঠন বিষয়ে ii. সংবিধান সংরক্ষণে iii. বিচারপতি নিয়োগে,Law,5,5,"i,ii","ii,iii","i,iii","i,ii,iii",A
’ক’ একটি দেশের রাষ্ট্রপ্রধান। তিনি নিজ ক্ষমতা বলে দেশটির সংসদ নির্বাচনের পর সংখ্যাগরিষ্ঠ দলের নেতাকে পদমর্যাদার অধিকারী করেছেন। এই নেতা সংসদ পরিচালনায় বিভিন্ন ক্ষমতার অধিকারী। ’ ক’এর নিয়োগপ্রাপ্ত ব্যক্তি i.সংসদের পরিচালনায় ভূমিকা রাখেন ii. বিরোধীদলের আস্থা অর্জনে নেতৃত্ব দেন iii. রাষ্ট্রীয় সব কাজের সমন্বয় করেন,Law,5,5,"i,ii","ii,iii","i,iii","i,ii,iii",D
একটি স্থানীয় সরকারের মোট সদস্য সংখ্যা ২১ জন এবং উক্ত সরকারের কোন সদস্য সরাসরি জনগণের ভোটে নির্বাচিত নয়। উল্লিখিত সরকারের কাজ i. রাস্তার পাশে বৃক্ষরোপণ ii.অন্য স্থানীয় সরকারকে সহযোগিতা iii.গৃহ নির্মাণে অনুমোদন দেওয়া,Law,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",B
দেওয়ানি ও ফৌজদারি মামলার জন্য জেলার সর্বোচ্চ আদালত- i. জেলা আদালত ii. হাইকোর্ট iii. দায়রা জজের আদালত,Law,5,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",B
বাংলাদেশ রাষ্ট্রের জন্য ‘ক‘ নামক একটি সংস্থা রয়েছে যার কাজ হচ্ছে অবাধ ও সুষ্ঠু নির্বাচন পরিচালনা করা। ’ক’ সংস্থাটির নাম কি,Law,4,3,কর্ম কমিশন,দুর্নীতি দমন কমিশন,মাদকদ্রব্য নিয়ন্ত্রণ কমিশন,নির্বাচন কমিশন,D
X রাষ্ট্রের সকল নির্বাচন পরিচালনার জন্য একটি সংস্থা রয়েছে। উক্ত সংস্থা এটি বাস্তবায়নের জন্য সকল প্রস্তুতি গ্রহণ করে। উক্ত সংস্থার কাজ i. চেয়ারম্যান নিয়োগ দেওয়া ii.রিটার্নিং অফিসার নিয়োগ দেওয়া iii. মনোনয়ন সংক্রান্ত বিতর্ক মীমাংসা করা,Law,5,4,"i,ii","i,iii","ii,iii","i,ii,iii",C
১৮৯২ সালের ভারতীয় কাউন্সিল আইনানুযায়ী কেন্দ্রীয় আইন পরিষদের সদস্যগণ সরকারের কোন বিষয়ে আলোচনার সুযোগ পেত?,Law,2,2,অর্থনৈতিক বিষয়ে,রাজনৈতিক বিষয়ে,জনস্বার্থ বিষয়ে,প্রশাসনিক বিষয়ে,A
আইনের শাসন নিশ্চিত করার অন্যতম উপায় হল-,Law,1,1,শাসন বিভাগ ও বিচার বিভাগের মধ্যে সংযুক্তি,আইন ও শাসন বিভাগের মধ্যে সংযুক্তি,শাসন বিভাগ হতে বিচার বিভাগ পৃথকীকরণ,আইন ও শাসন বিভাগের পৃথিবী কারণ,C
তথ্য অধিকার আইন কত সালে রাষ্ট্রপতির সম্মতি লাভ করে?,Law,2,2,2004,2007,2008,2009,D
‘ক’ রাষ্ট্র অর্থনৈতিকভাবে তেমন সমৃদ্ধ নয়। নির্বাচনের মাধ্যম ক্ষমতায় হস্তান্তর হওয়ার সুন্দর ব্যবস্থা থাকলেও জনগণ অর্থনৈতিক সমৃদ্ধি লাভে ব্যর্থ হচ্ছে এবং রাজনৈতিক অস্থিরতা দূর করতে পারেনি। ’ক’রাষ্ট্রের পরিণতি হতে পারে i.সরকারের নিরপেক্ষতা প্রশ্নবিদ্ধ ii. গণ অসন্তোষের তীব্রতা iii. অন্য রাষ্ট্রে পরিণত হওয়া,Law,5,4,"i,ii","i,iii","ii,iii","i,ii,iii",A
প্রথম শ্রেণির বিচারক হিসেবে ফৌজদারি মামলার নিষ্পত্তি করেন কে?,Law,3,2,বিভাগীয় কমিশনার,সচিব,জেলা প্রশাসক,বিচারপতি,C
দুষ্টের দমন শিষ্টের লালন করা কোন বিভাগের কাজ?,Law,3,1,শাসন বিভাগের,বিচার বিভাগের,আইন বিভাগের,প্রতিরক্ষা বিভাগের,B
জনাব রফিক আহমেদ বাংলাদেশের একটি জেলা প্রশাসনের মধ্যমণি। তিনি তার দপ্তরের বিভিন্ন কার্যক্রম অত্যন্ত দক্ষতা ও আন্তরিকতার সাথে পরিচালনা করেন। জনাব রফিক আহমেদ বাংলাদেশ সরকারের কোন বিভাগে চাকরি করেন,Law,4,3,শাসন বিভাগ,আইন বিভাগ,বিচার বিভাগ,সচিবালয়,A
