Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
কার পিতা প্রথম শহিদ মিনার উদ্ভোদন করেন?,History,2,1,শহিদ সালামের,শহিদ শফিউরের,শহিদ আবুল বরকতের,শহিদ রফিকের,B
কোনটি বিশেষ আর্থিক প্রতিষ্ঠান?,Economics,2,2,সোনালী ব্যাংক,অগ্রণী ব্যাংক,কৃষি ব্যাংক,ইসলামী ব্যাংক,C
২০১০ সালে উন্নত দেশের মাথাপিছু আয় কত মার্কিন ডলার ছিল?,Economics,2,2,৩০ হাজার থেকে ৬০ হাজার,৩৫ হাজার থেকে ৭০ হাজার,৪০ হাজার থেকে ৮০ হাজার,৪০ হাজার থেকে ৮৫ হাজার,D
বাংলাদেশের অর্থনৈতিক ব্যবস্থার লক্ষণীয়- i. সম্পদের সুষম বণ্টন ii. শ্রমিকদের মজুরির নিম্নহার iii. উদ্যোক্তাদের মুনাফার উচ্চহার নিচের কোনটি সঠিক?,Economics,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
বাংলাদেশে কোন অংশে গরান বনভূমি অবস্থিত?,Geography,2,1,উত্তর-পূর্বাংশে,উত্তর-পশ্চিমাংশে,দক্ষিণ-পূর্বাংশে,দক্ষিণ-পশ্চিমাংশে,D
হরিকেল জনপদটির বৈশিষ্ট্য হিসেবে কোনটি প্রযোজ্য?,History,3,3,মুসলিম অধ্যুষিত,খণ্ড রাজ্য,স্বতন্ত্র রাজ্য,অনুর্বর রাজ্য,C
পরিবারের বংশপরিচয় পুরুষসূত্র দ্বারা নির্ধারিত হয়- i. কর্তৃত্বের কারণে; ii. পিতৃপ্রধান পরিবারের জন্য; iii. অধিকার বেশি সেজন্য; নিচের কোনটি সঠিক?,Social,5,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
ভিজিডি' কর্মসূচি চালু রয়েছে কোন মন্ত্রণালয়ের অধীনে?,Politics,2,1,মহিলা ও শিশুবিষয়ক,খাদ্য ও দুর্যোগ ব্যবস্থাপনা,সমাজকল্যাণ,স্থানীয় সরকার,A
কোনগুলো প্রথম পর্যায়ের অর্থনৈতিক কর্মকাণ্ড?,Economics,3,1,পশুপালন ও মৎস্য শিকার,রান্না করা ও শিক্ষক,মৎস্য শিকার ও শিক্ষক,পশুপালন ও চিকিৎসা,A
নিচের কোনটি ব্যাংক অর্থ?,Economics,2,1,১ টাকার নোট,১০ টাকার নোট,১০০০ টাকার নোট,চেক,D
ভূগোলের জনক কে?,Geography,1,3,এরিস্টটল,ভিকো,ইরাটসথেনিস,হেরোডোটাস,C
শিশুর সুষ্ঠু সামাজিকীকরণে কিসের গুরুত্ব অপরিসীম?,Social,2,3,প্রতিবেশির;,গনমাধ্যমের,বিদ্যালয়ের,ধর্মীয় প্রতিষ্ঠানের,C
এক মাইল = কত ইঞ্চি?,MISC,1,1,"৪৮,৪০০","৬৩,৩৬০","৬২,৫০০","৪৯,০০০",B
সাধারণ শ্রমিকদের উৎপাদনশীলতা কম হওয়ার কারণ- i. জনগণের স্বাক্ষরতার নিম্নহার ii. কারিগরি ও প্রযুক্তিগত দক্ষতার অভাব iii. জনসংখ্যা বৃদ্ধির উচ্চহার নিচের কোনটি সঠিক?,Economics,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
কেন ইলিয়াস শাহ ‘শাহ-ই-বাঙ্গালা’ উপাধি গ্রহণ করেন?,History,1,2,বাঙালিদের জাতীয় নেতা হিসেবে নিজেকে ঘোষণা করতে,অধিক সৈন্যবাহিনীর অধিকারী হওয়াতে,সম্রাট হিসেবে স্বীকৃতি পেতে,শ্রেষ্ঠ সুলতান হিসেবে নিজেকে ঘোষণা করতে,A
"২১ দফার ভিত্তিতে যুক্তফ্রন্ট সরকার গঠিত হয়েছিল- i. আওয়ামী লীগ, কৃষক-শ্রমিক পার্টি, নেজামে ইসলাম ও গণতন্ত্রী দলের সমন্বয়ে ii. কৃষক-শ্রমিক পার্টি, ন্যাশনাল আওয়ামী পার্টি ও ন্যাপের সমন্বয়ে iii. নেজামে ইসলাম, গণতন্ত্রীদল ও আওয়ামী মুসলিম লীগের সমন্বয়ে নিচের কোনটি সঠিক?",History,5,3,i,i ও iii,ii ও iii,"i, ii ও iii",A
পরিবারের মধ্যে ঘটে- i. সন্তান প্রতিপালন ii. মূল্যবোধ গঠন iii. অধিকার সচেতনতা সৃষ্টি; নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
পৃথিবীর ইতিহাসে কোন যুদ্ধটি সবচেয়ে কলঙ্কিত ও বিভীষিকাময় ছিল?;,History,1,2,প্রথম বিশ্বযুদ্ধ,দ্বিতীয় বিশ্বযুদ্ধ,ভিয়েতনাম যুদ্ধ,ইরাক-ইরান যুদ্ধ,B
কৃষিক্ষেত্রে উন্নয়নের বড় বাধা- i. কৃষি ঋণের অপর্যাপ্ততা ii. উৎপাদিত পণ্য বিপণন সুবিধার অভাব iii. কৃষি জমির পরিমাণ হ্রাস পাওয়া নিচের কোনটি সঠিক?,MISC,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
১৯৭০ সালের নির্বাচনে নিরঙ্কুশ সংখ্যাগরিষ্ঠতা অর্জন করে কোন দল?,History,2,1,মুসলিম লীগ,আওয়ামী লীগ,নেজামে ইসলাম,যুক্তফ্রন্ট,B
বাংলাদেশে কিশোর অপরাধ বৃদ্ধির কারণ কোনটি?,Social,1,1,শিক্ষার অভাব,অতিরিক্ত অর্থ,পারিবারিক বিশৃঙ্খলা,জনসংখ্যার বিস্ফোরণ,C
বৃহৎ শিল্পের উদাহরণ কোনটি?,Economics,1,1,তাঁত,বেকারি কারখানা,লৌহ ও ইস্পাত,চামড়া,C
ঢাকায় গণহত্যা শুরু হয় কী নামে?   ,History,1,1,অপারেশন সার্চলাইট,অপারেশন রেবল হান্ট,অপারেশন ক্লিনহার্ট,অপারেশন ডেজার্ট স্ট্রম,A
অর্থের প্রথম ও প্রধান কাজ কোনটি?,Economics,1,1,বিনিমায়ের মাধ্যম হিসেবে ব্যবহৃত হওয়া,দ্রব্য ভাগের অসুবিধা দূর করা,সঞ্চয়ের বাহন হিসেবে ব্যবহৃত হওয়া,মূল্যের পরিমাপক হিসেবে ব্যবহৃত হওয়া,A
